Client_ID,Age,Gender,Monthly_Income,Credit_History,Monthly_Repayment,Employment,Default_Flag
C00474,43,Male,6122.470833,9,1926.981667,Employed,0
C00475,47,Female,3500.790833,1,1654.775,Employed,0
C00476,40,Female,2870.109167,7,2382.9875,Employed,1
C00477,47,Female,3404.776667,4,1889.87,Employed,0
C00478,25,Female,5653.505,7,1842.1675,Employed,0
C00479,50,Male,4009.433333,2,1265.195,Unemployed,0
C00480,38,Female,5105.900833,10,1859.868333,Employed,0
C00481,61,Male,5024.491667,1,952.9183333,Unemployed,0
C00482,26,Female,3061.845,6,1930.298333,Employed,0
C00483,35,Female,4182.4075,7,1467.081667,Unemployed,0
C00484,31,Male,3865.121667,2,799.8383333,Employed,0
C00485,37,Male,1666.666667,2,390.3875,Employed,0
C00486,44,Female,4218.341107,3,1816.528624,Employed,1
C00487,43,Male,5324.388333,4,751.15,Employed,0
C00488,38,Male,4277.175,8,1027.613333,Employed,0
C00489,49,Female,2967.3675,7,496.4666667,Unemployed,0
C00490,69,Male,3783.595598,8,1944.62324,Self-Employed,1
C00491,28,Male,4148.601667,8,2582.485833,Self-Employed,0
C00492,47,Female,5034.618883,6,2258.609497,Employed,1
C00493,27,Female,2884.355146,1,2380.24936,Employed,1
C00494,30,Female,4492.069167,1,494.2141667,Unemployed,0
C00495,66,Male,3283.138192,0,3143.184521,Employed,1
C00496,39,Male,2441.54,10,1450.166667,Employed,0
C00497,46,Male,3194.395833,0,2077.966667,Self-Employed,0
C00498,38,Female,2815.345833,6,1160.44,Employed,0
C00499,53,Male,2089.766667,9,1552.240833,Employed,0
C00500,55,Male,3622.308333,1,851.0491667,Self-Employed,0
C00501,43,Male,3104.360833,6,1922.484167,Employed,0
C00502,53,Male,4678.94,3,2768.953333,Employed,1
C00503,34,Male,3934.593333,1,2125.665,Employed,0
C00504,54,Female,2835.275,1,1252.89,Employed,1
C00505,27,Male,3458.794167,3,3589.93,Employed,1
C00506,45,Female,5586.123333,1,333.1075,Employed,0
C00507,71,Female,4751.780183,5,2178.420039,Self-Employed,1
C00508,38,Female,1666.666667,4,1574.3225,Employed,0
C00509,58,Male,2318.514167,6,2017.955,Employed,0
C00510,47,Male,4190.228333,8,684.0766667,Self-Employed,0
C00511,50,Male,5886.3,0,1625.1,Employed,0
C00512,39,Female,4516.6275,4,845.3833333,Unemployed,0
C00513,59,Female,5090.18,7,995.7541667,Employed,0
C00514,36,Male,6197.515,0,1385.920833,Employed,0
C00515,58,Female,4186.140833,2,2464.866667,Employed,0
C00516,26,Male,5019.030833,8,2371.5025,Employed,0
C00517,37,Male,4757.413333,9,2530.2525,Self-Employed,0
C00518,29,Female,5417.394167,3,2296.388333,Self-Employed,0
C00519,59,Male,3950.326667,8,1909.1225,Self-Employed,0
C00520,62,Female,4524.17453,5,2321.509732,Self-Employed,1
C00521,36,Male,2890.125833,6,510.1091667,Employed,0
C00522,47,Male,3355.07,6,73.9025,Self-Employed,0
C00523,34,Female,3850.956667,7,1362.078333,Employed,0
C00524,59,Male,4543.600833,7,1923.010833,Employed,0
C00525,36,Female,3281.158333,8,1752.3825,Employed,0
C00526,19,Male,5616.155391,1,2368.540386,Employed,1
C00527,26,Male,2957.946667,3,2340.765833,Employed,0
C00528,53,Female,3986.5575,4,1353.638333,Employed,0
C00529,47,Male,4149.371933,8,3523.016848,Employed,1
C00530,34,Female,4000.874167,10,2246.935833,Employed,0
C00531,45,Female,3617.0025,7,2559.941667,Self-Employed,0
C00532,27,Male,3338.040833,2,42.19,Self-Employed,0
C00533,21,Female,3836.368953,2,2232.982996,Employed,1
C00534,37,Female,3513.091667,8,42.03166667,Employed,0
C00535,34,Male,2705.985883,2,1944.722978,Employed,1
C00536,54,Female,5692.959167,7,1266.126667,Employed,0
C00537,45,Female,1666.666667,10,480.2641667,Employed,0
C00538,29,Female,4254.231667,5,1880.1425,Employed,0
C00539,62,Male,2249.823733,6,2695.77831,Employed,1
C00540,52,Female,4414.055,4,1455.27,Employed,0
C00541,42,Female,4380.248333,7,1325.576667,Employed,0
C00542,30,Female,4109.684167,9,1484.278333,Employed,0
C00543,38,Male,4929.899167,7,1779.448333,Employed,0
C00544,64,Female,1735.359672,1,2499.603793,Employed,1
C00545,30,Male,4019.080833,1,1217.855,Employed,0
C00546,47,Female,4207.6238,1,2283.296237,Unemployed,1
C00547,18,Female,4537.8975,3,543.2941667,Self-Employed,0
C00548,26,Male,3446.315254,1,2373.920216,Employed,1
C00549,57,Male,5483.1075,2,1329.698333,Self-Employed,0
C00550,44,Female,4934.375,6,2885.163333,Employed,0
C00551,40,Male,2477.230102,6,3547.141253,Employed,1
C00552,37,Male,3130.4225,6,2244.048333,Employed,0
C00553,29,Female,1790.218047,7,1142.560334,Self-Employed,1
C00554,36,Female,5053.481667,7,1034.190833,Employed,0
C00555,45,Female,4278.6425,6,457.56,Employed,0
C00556,58,Male,4290.889543,2,1935.409706,Unemployed,1
C00557,51,Female,4379.686667,6,1547.284167,Unemployed,0
C00558,23,Male,2746.553634,4,1528.031829,Unemployed,1
C00559,38,Female,6590.3275,5,2013.189167,Employed,0
C00560,52,Male,3781.944167,7,867.685,Unemployed,0
C00561,40,Female,2080.936667,5,3105.189167,Employed,1
C00562,39,Female,3737.676667,7,1842.08,Self-Employed,0
C00563,34,Female,3569.847568,0,3160.686153,Employed,1
C00564,54,Male,1614.481404,1,2466.345989,Self-Employed,1
C00565,20,Male,1918.114041,0,766.4235007,Self-Employed,1
C00566,33,Male,5285.3225,7,1076.740833,Employed,0
C00567,73,Female,2137.980976,6,2913.755703,Employed,1
C00568,47,Female,3185.544167,7,2286.376667,Employed,0
C00569,36,Female,1666.666667,7,1427.671667,Employed,0
C00570,43,Female,3844.945833,7,1288.636667,Employed,0
C00571,36,Male,3178.573333,8,1453.049167,Employed,0
C00572,55,Female,3143.890833,9,2507.893333,Employed,0
C00573,67,Female,4378.202398,5,2975.422076,Unemployed,1
C00574,23,Male,4720.396493,3,2771.387604,Employed,1
C00575,31,Male,3162.693333,7,1490.513333,Employed,0
C00576,63,Male,6042.616667,0,953.1916667,Employed,0
C00577,57,Male,6683.400833,8,1905.645,Employed,0
C00578,58,Female,4149.795,1,18.14583333,Unemployed,0
C00579,36,Female,3966.500833,4,909.3583333,Employed,0
C00580,65,Male,4117.2225,5,1094.7675,Employed,0
C00581,34,Female,5466.5475,0,2599.370833,Employed,0
C00582,18,Male,2787.655833,9,3368.481667,Employed,1
C00583,67,Female,2296.822272,2,1111.107811,Employed,1
C00584,25,Male,4251.076667,4,1517.4225,Self-Employed,0
C00585,33,Male,1671.926891,3,2224.540425,Self-Employed,1
C00586,37,Female,3885.875,5,2668.709167,Self-Employed,0
C00587,19,Male,3290.232522,0,3346.6456,Employed,1
C00588,69,Male,2074.656082,5,2958.801951,Employed,1
C00589,49,Female,3558.502233,5,2786.551637,Employed,1
C00590,25,Male,2428.451346,1,2519.763882,Employed,1
C00591,48,Female,4520.776667,1,1020.104167,Unemployed,0
C00592,50,Female,4458.899167,5,2792.376667,Unemployed,1
C00593,28,Female,3352.165833,8,1818.750833,Employed,0
C00594,35,Male,4952.098333,2,1617.154167,Employed,0
C00595,45,Female,3199.43,4,2581.083333,Unemployed,1
C00596,48,Male,2502.312918,2,2465.077802,Employed,1
C00597,50,Male,4929.629167,2,76.665,Employed,0
C00598,47,Male,5489.6975,8,1235.255833,Employed,0
C00599,44,Female,3877.998333,9,2877.729167,Unemployed,0
C00600,20,Female,6222.876667,7,840.2525,Employed,0
C00601,71,Female,6058.479167,9,808.3566667,Employed,0
C00602,71,Male,4793.034167,3,998.7266667,Employed,0
C00603,39,Male,5172.40734,6,2164.913735,Employed,1
C00604,59,Male,3854.108333,7,3140.140833,Self-Employed,0
C00605,37,Female,4975.661667,8,2309.83,Employed,0
C00606,64,Male,4065.932268,6,3189.821168,Employed,1
C00607,30,Male,5081.711918,5,3211.017759,Unemployed,1
C00608,23,Male,6409.864167,0,702.9866667,Employed,0
C00609,25,Male,1666.666667,10,1869.243333,Employed,0
C00610,21,Male,5010.190833,7,0,Employed,0
C00611,30,Female,3349.458333,5,1501.983333,Employed,0
C00612,57,Female,5014.074167,7,2940.623333,Employed,0
C00613,51,Male,3268.6575,1,503.7925,Self-Employed,0
C00614,23,Male,2676.790364,0,1991.170372,Employed,1
C00615,40,Female,3491.966667,8,1795.411667,Employed,0
C00616,34,Male,3567.699167,7,2006.710833,Employed,0
C00617,27,Male,3257.745,8,1228.640833,Employed,0
C00618,73,Male,3666.070223,6,2469.730978,Employed,1
C00619,41,Male,5115.610833,4,1059.856667,Employed,0
C00620,28,Male,3780.150833,5,1843.95,Self-Employed,0
C00621,30,Female,4069.37,1,2308.958333,Self-Employed,0
C00622,63,Male,2516.638333,5,418.7941667,Employed,0
C00623,69,Male,2387.290488,1,2727.104991,Employed,1
C00624,32,Male,2623.730833,7,1355.526667,Employed,0
C00625,57,Female,1956.1175,2,1303.204167,Employed,0
C00626,38,Male,6175.848333,9,1299.784167,Employed,0
C00627,21,Male,4400.125,10,282.4308333,Employed,0
C00628,72,Female,1923.838851,4,514.0645953,Unemployed,1
C00629,72,Female,5810.31,6,1695.025,Employed,0
C00630,47,Female,2516.375,3,4293.380833,Employed,1
C00631,70,Male,4398.880951,4,1894.040019,Unemployed,1
C00632,32,Female,6475.050833,4,2095.0525,Unemployed,0
C00633,35,Male,2259.76,7,1847.235833,Self-Employed,0
C00634,56,Female,6743.545833,4,1652.495,Employed,0
C00635,27,Female,3017.386667,0,1148.304167,Employed,0
C00636,37,Female,3036.270833,1,800.1608333,Self-Employed,1
C00637,52,Female,3805.843333,1,2023.488333,Self-Employed,0
C00638,49,Male,1907.053833,2,1774.468163,Self-Employed,1
C00639,46,Female,5414.555,4,553.4483333,Self-Employed,0
C00640,47,Male,2519.384272,0,1493.891381,Unemployed,1
C00641,27,Female,4123.276667,6,1229.5275,Unemployed,0
C00642,64,Male,3940.76005,2,3510.813182,Employed,1
C00643,22,Female,2161.427918,6,2849.150059,Employed,1
C00644,56,Female,4005.995,1,1094.958333,Employed,0
C00645,62,Male,4202.5975,5,1175.556667,Employed,0
C00646,28,Female,2287.954167,6,1156.971667,Employed,0
C00647,48,Female,4433.1625,8,2368.580833,Employed,0
C00648,48,Male,4134.724167,2,506.0541667,Unemployed,0
C00649,31,Male,5397.07,2,1752.070833,Self-Employed,0
C00650,26,Male,1743.31428,8,1081.051233,Self-Employed,1
C00651,53,Female,5036.925,9,1601.474167,Employed,0
C00652,38,Male,4801.655833,3,2026.8475,Employed,0
C00653,64,Female,2676.878725,0,1985.937443,Self-Employed,1
C00654,28,Female,2758.2075,1,1123.604167,Employed,0
C00655,36,Female,5446.745,3,1737.098333,Self-Employed,0
C00656,18,Female,3224.894167,2,0,Employed,0
C00657,36,Female,4973.386667,8,1600.7775,Employed,0
C00658,50,Male,4515.409167,3,2210.275,Employed,0
C00659,18,Male,2399.523333,6,3619.711667,Employed,1
C00660,34,Male,2203.071667,9,1559.545,Employed,0
C00661,43,Female,4092.26,7,2078.045833,Unemployed,1
C00662,39,Male,2733.735,1,1635.089167,Employed,0
C00663,54,Female,3713.118333,6,0,Employed,0
C00664,50,Male,5652.158333,6,1989.475833,Employed,0
C00665,44,Male,2260.731728,2,2593.592633,Employed,1
C00666,53,Female,4696.743333,3,1650.171667,Employed,0
C00667,36,Female,1708.720833,7,1240.196667,Employed,0
C00668,19,Male,6173.776473,9,4336.440753,Unemployed,1
C00669,23,Male,2936.0382,2,1584.061198,Employed,1
C00670,49,Female,4415.491667,3,1932.9375,Employed,0
C00671,27,Female,6181.9425,1,2111.970833,Employed,0
C00672,61,Male,4606.735833,7,3287.6625,Unemployed,1
C00673,20,Male,1666.666667,1,2473.188333,Employed,1
C00674,67,Male,3698.140833,2,861.1766667,Employed,0
C00675,73,Female,3959.594393,5,3252.094236,Employed,1
C00676,26,Male,2705.819167,3,2793.5025,Employed,1
C00677,23,Female,5278.705,6,1345.880833,Unemployed,0
C00678,36,Female,4625.775833,4,1505.245833,Employed,0
C00679,44,Female,4604.954167,6,2978.111667,Employed,0
C00680,73,Male,5180.176667,6,1759.071667,Employed,1
C00681,72,Male,4287.911667,3,487.2775,Employed,0
C00682,40,Male,4957.176667,6,1897.1675,Employed,0
C00683,38,Male,2934.509167,7,320.0941667,Employed,0
C00684,69,Female,3932.736667,6,501.8291667,Employed,0
C00685,44,Female,4819.093333,7,1357.8475,Employed,0
C00686,68,Male,6738.535833,7,1844.840833,Employed,0
C00687,19,Male,4446.559167,7,0,Employed,0
C00688,25,Male,3088.954757,3,2061.848309,Self-Employed,1
C00689,34,Female,1871.41,5,549.94,Employed,1
C00690,48,Male,4946.816667,5,2457.995833,Employed,0
C00691,25,Female,2952.095833,6,1664.345,Employed,0
C00692,70,Female,5411.726667,10,1118.855833,Employed,0
C00693,36,Male,4223.631667,1,1629.255833,Employed,0
C00694,52,Male,5144.393495,1,2584.639803,Employed,1
C00695,29,Female,5414.179167,6,1597.7375,Employed,0
C00696,69,Female,3325.25067,0,3054.751119,Employed,1
C00697,31,Female,4553.9425,1,71.61666667,Employed,0
C00698,52,Male,5358.073333,3,850.0616667,Employed,0
C00699,26,Male,2609.493333,2,689.805,Employed,0
C00700,47,Male,2497.485833,7,1211.631667,Employed,0
C00701,63,Female,3256.663333,4,3109.308333,Employed,1
C00702,54,Male,3096.561667,7,1380.934167,Unemployed,0
C00703,18,Male,4716.685,3,2650.106667,Self-Employed,1
C00704,57,Female,6508.289167,4,1966.994167,Employed,0
C00705,35,Female,2975.005833,4,1309.454167,Employed,0
C00706,35,Male,6105.606667,9,0,Employed,0
C00707,44,Female,4533.0075,1,837.3766667,Employed,0
C00708,20,Female,3074.538706,9,4306.405505,Employed,1
C00709,49,Male,5534.405833,9,163.4475,Unemployed,0
C00710,56,Female,4139.9575,9,3563.1875,Self-Employed,0
C00711,28,Male,5478.6075,3,2018.15,Employed,0
C00712,25,Female,2548.315,4,1403.919167,Self-Employed,1
C00713,36,Female,5640.788333,7,1259.771667,Employed,0
C00714,25,Female,2671.408333,0,978.6216667,Employed,0
C00715,42,Male,5524.035833,4,2225.759167,Employed,0
C00716,54,Male,2196.176667,6,649.7325,Employed,0
C00717,35,Female,5574.229167,5,639.6408333,Employed,0
C00718,53,Female,4571.875,5,2154.92,Employed,0
C00719,39,Female,4269.521667,3,2117.424167,Employed,0
C00720,36,Male,7235.791667,10,1439.545833,Employed,0
C00721,29,Female,5885.2625,8,1632.255833,Employed,0
C00722,26,Female,1666.666667,9,686.5225,Employed,0
C00723,48,Male,3300.53,10,2113.575833,Employed,0
C00724,63,Male,3391.048692,1,2282.946418,Employed,1
C00725,72,Female,2602.775,2,1821.4075,Employed,1
C00726,32,Male,2991.816667,9,1482.0725,Self-Employed,0
C00727,64,Female,2388.849167,1,1760.95,Self-Employed,1
C00728,50,Male,5115.378333,5,2094.678333,Self-Employed,0
C00729,25,Female,5516.726667,5,2086.906667,Employed,0
C00730,43,Male,3667.121667,3,370.5216667,Employed,0
C00731,33,Female,4151.358333,6,3212.919167,Employed,1
C00732,70,Male,2928.496667,9,4369.244167,Employed,1
C00733,62,Female,3906.520833,1,188.3583333,Employed,0
C00734,50,Male,2221.7975,1,1121.934167,Employed,0
C00735,45,Female,3064.323333,8,0,Employed,0
C00736,38,Male,3682.04,4,1907.273333,Employed,0
C00737,29,Female,4638.0425,7,786.9675,Employed,0
C00738,57,Female,3153.850833,10,726.6141667,Employed,0
C00739,22,Female,4632.289189,3,3146.634784,Employed,1
C00740,43,Female,5314.5625,2,2204.656667,Employed,0
C00741,21,Female,2639.006667,3,0,Employed,0
C00742,33,Male,3998.780833,4,1298.459167,Employed,0
C00743,64,Female,1728.388374,7,1739.220146,Employed,1
C00744,70,Male,1893.594633,0,714.4500662,Self-Employed,1
C00745,38,Male,3388.2925,0,1503.099167,Employed,0
C00746,37,Female,5317.719104,2,2486.498023,Employed,1
C00747,48,Male,1675.267543,5,826.0055391,Unemployed,1
C00748,70,Male,2360.562355,4,2093.968952,Self-Employed,1
C00749,46,Male,2694.880373,4,1607.921774,Unemployed,1
C00750,32,Female,4572.115833,6,2249.1,Employed,0
C00751,67,Male,2430.202644,3,4288.648807,Employed,1
C00752,42,Female,4943.631667,6,1532.984167,Employed,0
C00753,44,Male,3993.596667,7,2274.22,Employed,0
C00754,52,Male,5059.1675,10,2059.618333,Employed,0
C00755,59,Male,2832.250833,6,2464.943333,Employed,0
C00756,38,Male,4805.67,8,1392.0925,Employed,0
C00757,65,Female,1666.666667,1,2381.5825,Self-Employed,1
C00758,30,Male,3217.750833,1,1963.0575,Self-Employed,0
C00759,22,Male,5479.985,2,1634.380833,Employed,0
C00760,73,Male,3439.565833,2,2156.546667,Self-Employed,1
C00761,19,Female,1747.116539,8,1830.087782,Self-Employed,1
C00762,35,Male,2590.419093,3,4202.170194,Employed,1
C00763,43,Male,1701.045986,8,1985.912987,Self-Employed,1
C00764,48,Female,2402.622063,2,2631.257745,Employed,1
C00765,20,Female,5042.054167,1,1199.365833,Employed,0
C00766,38,Female,3608.625,5,2214.8025,Self-Employed,0
C00767,46,Female,4994.33,0,1798.134167,Unemployed,0
C00768,51,Female,2881.37355,4,1831.579098,Self-Employed,1
C00769,36,Male,6182.014167,5,0.925833333,Unemployed,0
C00770,62,Female,3434.306832,6,2771.734504,Self-Employed,1
C00771,38,Male,5354.550833,9,2062.99,Employed,0
C00772,60,Male,2754.042668,0,1989.151392,Self-Employed,1
C00773,48,Male,2147.751667,8,1247.025,Employed,0
C00774,35,Female,5617.7,1,882.4808333,Employed,0
C00775,39,Female,4577.62,4,1759.8325,Employed,0
C00776,69,Male,2787.18,1,2330.585,Employed,1
C00777,56,Female,5483.919167,7,1466.1125,Employed,0
C00778,34,Male,2438.166667,4,1343.865,Self-Employed,0
C00779,64,Male,4625.873333,2,1769.566667,Employed,1
C00780,41,Male,3931.419553,5,3422.603011,Employed,1
C00781,47,Male,6141.131667,8,1885.055833,Employed,0
C00782,51,Female,6543.155,8,1083.820833,Employed,0
C00783,22,Male,3755.059965,5,2400.03568,Employed,1
C00784,48,Male,4286.8175,2,1936.95,Employed,0
C00785,72,Female,4419.886364,8,3074.364241,Employed,1
C00786,28,Male,3746.935833,8,357.5991667,Unemployed,0
C00787,22,Male,3072.144167,4,2616.296667,Employed,1
C00788,26,Female,4399.928333,7,1888.014167,Employed,0
C00789,66,Male,1636.842688,2,2120.681578,Self-Employed,1
C00790,46,Male,2655.7577,0,2002.604346,Self-Employed,1
C00791,55,Male,3320.514167,6,841.7016667,Unemployed,0
C00792,31,Male,4412.743333,7,1139.370833,Employed,0
C00793,48,Male,7040.289167,2,784.6325,Self-Employed,0
C00794,62,Male,2657.588629,2,1811.12611,Employed,1
C00795,27,Male,2674.26,7,0,Employed,0
C00796,27,Female,4117.162474,4,2235.937932,Unemployed,1
C00797,38,Female,1962.866667,5,2048.171667,Employed,1
C00798,26,Male,3445.551667,0,3046.84,Employed,1
C00799,52,Male,4676.9825,5,2683.569167,Employed,0
C00800,36,Male,3240.116273,1,2063.833431,Employed,1
C00801,49,Male,3339.433333,10,2651.575833,Employed,0
C00802,72,Male,2593.315338,1,2761.61668,Employed,1
C00803,67,Male,1834.466837,7,1114.322035,Self-Employed,1
C00804,56,Male,2331.443259,8,2438.979623,Self-Employed,1
C00805,61,Female,2621.709077,2,1853.517212,Employed,1
C00806,54,Female,2133.449728,1,2608.581158,Unemployed,1
C00807,71,Female,3224.210833,9,837.9758333,Self-Employed,0
C00808,36,Male,6123.571667,10,1956.951667,Employed,0
C00809,55,Female,6262.213333,2,2066.5225,Employed,0
C00810,27,Male,5417.974167,2,2309.001667,Employed,0
C00811,50,Male,3496.7125,6,408.2991667,Employed,0
C00812,27,Male,4488.605,8,2444.273333,Employed,0
C00813,67,Male,3905.3875,0,1951.383333,Unemployed,1
C00814,31,Female,6030.074167,7,2845.155833,Employed,0
C00815,23,Female,4789.164167,3,3242.034167,Employed,1
C00816,33,Male,4571.771667,3,1252.556667,Employed,0
C00817,47,Female,6010.861667,0,2691.851667,Employed,0
C00818,53,Male,2272.6775,3,874.2408333,Self-Employed,0
C00819,69,Male,2701.249675,0,1951.526384,Employed,1
C00820,54,Male,3766.2325,6,2238.628333,Employed,0
C00821,43,Female,3258.667703,3,3115.781968,Employed,1
C00822,64,Male,2898.220833,1,2183.115833,Employed,1
C00823,36,Female,5633.0725,4,1351.033333,Employed,0
C00824,48,Female,4528.885,6,1616.33,Employed,0
C00825,30,Male,4136.223333,3,2868.2875,Employed,0
C00826,26,Male,3108.720833,3,1677.875,Employed,0
C00827,57,Female,3353.363333,3,2695.626667,Self-Employed,1
C00828,43,Female,4737.608333,6,1618.840833,Employed,0
C00829,68,Female,2175.424167,8,3962.681667,Self-Employed,1
C00830,58,Female,5891.780833,6,0,Unemployed,0
C00831,59,Male,4491.32,10,1287.670833,Employed,0
C00832,56,Female,2414.3525,4,0,Employed,0
C00833,34,Male,3451.520572,1,2261.896706,Employed,1
C00834,52,Female,5622.590833,7,1541.155,Employed,0
C00835,57,Male,8158.050833,4,2356.03,Employed,0
C00836,29,Male,3518.829167,7,2350.131667,Self-Employed,1
C00837,47,Female,5033.048333,6,3167.858333,Employed,0
C00838,18,Male,3662.105833,3,772.2266667,Employed,0
C00839,48,Female,2803.6675,5,1347.956667,Employed,0
C00840,69,Female,3457.761294,9,1965.158633,Self-Employed,1
C00841,48,Male,4392.943333,1,2275.834167,Unemployed,0
C00842,53,Male,4551.419167,6,1703.6325,Employed,1
C00843,46,Female,6068.311667,7,1210.079167,Self-Employed,0
C00844,35,Male,4818.07,2,1522.809167,Self-Employed,0
C00845,35,Male,5897.0075,10,418.9516667,Employed,0
C00846,64,Male,4259.664341,0,3847.171363,Employed,1
C00847,42,Female,3621.184167,9,1735.644167,Self-Employed,0
C00848,54,Female,5813.663333,5,367.6775,Employed,0
C00849,22,Female,1672.499658,1,2486.245198,Employed,1
C00850,56,Female,3976.935,4,2458.346667,Employed,0
C00851,26,Male,2849.8975,2,2727.141667,Employed,0
C00852,35,Male,4902.39,2,732.0583333,Employed,0
C00853,70,Female,3899.180833,6,1264.31,Self-Employed,1
C00854,29,Male,4515.443333,6,1982.8375,Unemployed,0
C00855,47,Female,3749.271359,5,2281.761773,Employed,1
C00856,73,Male,3508.608702,2,1815.250585,Employed,1
C00857,30,Female,3592.465833,2,1658.925833,Employed,0
C00858,52,Male,3184.18,8,1159.995,Employed,0
C00859,66,Male,2721.404833,1,2008.651193,Self-Employed,1
C00860,67,Male,3474.681667,1,2331.6625,Self-Employed,1
C00861,62,Male,2310.544167,4,2119.4925,Self-Employed,1
C00862,40,Male,3140.814167,5,1293.145833,Unemployed,0
C00863,33,Male,4517.906667,10,389.4158333,Employed,0
C00864,54,Male,5150.5225,3,1940.9225,Self-Employed,0
C00865,40,Male,3855.461667,4,845.8391667,Self-Employed,0
C00866,57,Female,3764.934167,9,2052.07,Employed,0
C00867,56,Male,3585.028333,2,2294.515833,Employed,1
C00868,35,Male,3503.54,7,2468.3225,Employed,0
C00869,63,Female,3986.940213,1,2485.333098,Self-Employed,1
C00870,20,Female,2458.068333,2,2485.569167,Employed,1
C00871,49,Male,5724.273333,7,2498.026667,Self-Employed,0
C00872,23,Male,5436.562053,1,1929.224941,Self-Employed,1
C00873,48,Male,6077.2525,3,1054.805833,Employed,0
C00874,42,Female,5181.930899,4,3465.727838,Employed,1
C00875,29,Female,3453.415092,0,3538.834283,Self-Employed,1
C00876,62,Male,4286.586606,3,2073.660231,Employed,1
C00877,48,Male,3316.635833,5,1934.7325,Self-Employed,0
C00878,57,Male,5603.258333,7,2003.510833,Self-Employed,0
C00879,38,Male,4084.580287,5,2024.102246,Employed,1
C00880,33,Female,5310.919167,7,1727.664167,Employed,0
C00881,66,Male,5848.441667,3,117.2191667,Employed,0
C00882,46,Male,2682.168333,2,2297.073333,Employed,0
C00883,59,Female,4502.406667,8,2073.145833,Self-Employed,0
C00884,52,Female,5360.594167,9,2304.898333,Employed,0
C00885,50,Male,3851.225,9,2438.06,Employed,0
C00886,34,Male,3015.825,5,1790.730833,Employed,0
C00887,36,Male,3345.549167,6,3660.091667,Employed,0
C00888,59,Male,3238.578333,7,1508.1325,Self-Employed,0
C00889,40,Female,4426.798448,0,2698.090344,Employed,1
C00890,44,Female,5690.119167,2,1921.035833,Employed,0
C00891,33,Male,6782.150833,10,962.5491667,Employed,0
C00892,18,Male,2814.731667,3,0,Employed,0
C00893,34,Male,4612.935833,9,1613.268333,Unemployed,0
C00894,44,Male,4656.421667,5,554.4908333,Employed,0
C00895,42,Male,2611.8375,4,2089.183333,Employed,0
C00896,29,Female,2536.08,6,992.1825,Employed,0
C00897,25,Female,6903.92,8,3346.0625,Self-Employed,0
C00898,29,Female,7391.303333,3,1654.9175,Employed,0
C00899,19,Female,2587.856114,3,2767.073751,Employed,1
C00900,28,Female,2783.748333,8,2037.311667,Self-Employed,0
C00901,32,Female,3772.733367,1,2619.592927,Employed,1
C00902,62,Female,3444.121474,9,2982.270755,Employed,1
C00903,56,Male,3402.269167,7,0,Employed,0
C00904,51,Male,5406.72,1,650.5966667,Employed,0
C00905,18,Male,4191.246216,6,1948.517513,Employed,1
C00906,48,Female,3707.881667,0,122.485,Employed,0
C00907,39,Female,2228.3375,1,2496.318333,Unemployed,1
C00908,34,Female,1666.666667,10,2188.845,Employed,0
C00909,36,Male,2737.910833,1,1964.144167,Self-Employed,1
C00910,39,Female,5099.483333,2,2564.04,Employed,1
C00911,57,Male,3463.583333,8,979.49,Employed,0
C00912,52,Female,4396.634973,7,1767.616161,Employed,1
C00913,49,Female,4206.671667,4,1991.3375,Employed,0
C00914,39,Female,5861.966667,7,1970.116667,Self-Employed,0
C00915,39,Female,2943.700833,8,1577.279167,Employed,0
C00916,51,Male,2418.4575,2,1572.099167,Employed,0
C00917,53,Male,4142.119167,0,2275.799167,Employed,0
C00918,34,Female,5271.723333,5,1225.665833,Employed,0
C00919,48,Male,4078.959167,9,1912.733333,Employed,0
C00920,29,Male,3612.564167,7,1623.730833,Employed,0
C00921,40,Male,6046.6575,1,2853.746667,Self-Employed,0
C00922,32,Female,4467.608333,6,1524.678333,Employed,0
C00923,26,Male,4405.540833,7,2380.585,Employed,0
C00924,39,Female,2186.496667,10,2335.9625,Employed,0
C00925,63,Female,4136.51,8,3496.8525,Employed,1
C00926,48,Female,4574.333333,7,1285.305833,Unemployed,0
C00927,59,Male,6248.51,4,3082.863333,Unemployed,0
C00928,35,Male,3887.334167,1,1852.734167,Employed,0
C00929,40,Female,4122.930833,2,1855.861667,Employed,0
C00930,48,Female,2337.273333,6,957.8875,Self-Employed,0
C00931,30,Female,4601.144167,8,2606.590833,Employed,0
C00932,56,Male,3568.230833,1,863.1666667,Self-Employed,0
C00933,21,Female,3030.195223,0,1951.041012,Unemployed,1
C00934,66,Male,1607.302847,2,2842.577838,Employed,1
C00935,49,Female,4041.474167,3,1188.249167,Employed,0
C00936,27,Male,3899.863333,5,2156.16,Employed,0
C00937,29,Male,2567.863093,3,4108.916455,Employed,1
C00938,20,Male,4354.544167,1,2276.63,Employed,1
C00939,52,Male,1868.064688,2,1704.490218,Self-Employed,1
C00940,56,Female,3938.045833,7,1137.158333,Employed,0
C00941,50,Female,3585.895,0,441.2583333,Unemployed,0
C00942,20,Female,4043.431667,4,1191.405,Employed,0
C00943,48,Male,4053.5,4,2568.426667,Unemployed,0
C00944,28,Male,2701.170162,9,2482.610432,Employed,1
C00945,61,Male,2116.338003,2,1086.461621,Employed,1
C00946,19,Female,4138.081667,2,721.8083333,Employed,0
C00947,32,Female,5726.344167,3,336.755,Employed,0
