Monthly_Income,Credit_History,Monthly_Repayment,Employment,Repay_Loan
4009.433333,0.19,1265.195,Unemployed,1
4236.3225,0.66,1937.049167,Employed,1
5534.405833,0.88,163.4475,Unemployed,1
2051.085833,0.81,0,Employed,1
6078.604167,0.69,2370.645,Unemployed,1
3969.156667,0.11,1662.033333,Employed,1
3633.065,0.29,2648.760833,Unemployed,0
2901.535833,0.31,522.1641667,Employed,1
2098.095833,0.25,2099.918333,Self-Employed,0
5195.63,0.52,3224.015,Unemployed,0
4258.314167,0.54,2016.421667,Employed,0
2554.215833,0.36,1897.151667,Employed,0
2547.818333,0.35,1673.796667,Employed,1
3746.935833,0.83,357.5991667,Unemployed,1
6252.943333,0.79,2796.310833,Employed,1
3842.1775,0.31,1157.618333,Employed,1
2287.738333,0.91,2087.069167,Employed,1
3859.4875,0.95,364.1383333,Employed,1
3825.7625,0.33,683.7833333,Self-Employed,1
1666.666667,0.35,2862.5725,Employed,0
4098.798333,0.51,1377.248333,Employed,1
3877.998333,0.94,2877.729167,Unemployed,1
5036.925,0.88,1601.474167,Employed,1
6477.861667,0.1,131.7516667,Employed,1
5574.873333,0.39,2410.056667,Employed,1
3830.555833,0.55,1175.09,Employed,1
2783.509167,0.5,2248.9075,Employed,1
7383.366667,0.19,1687.675833,Self-Employed,1
4240.69,0.86,380.735,Employed,1
4184.078333,0.68,1803.579167,Employed,1
4136.51,0.84,3496.8525,Employed,0
4414.2725,0.86,2077.488333,Employed,1
3986.215833,0.75,1618.735,Self-Employed,1
3449.589167,0.44,2562.785833,Employed,1
3483.093333,0.61,1842.223333,Employed,0
4125.725,0.16,1841.278333,Employed,1
3487.385833,0.67,756.9791667,Employed,1
3275.609167,0.18,1861.54,Employed,1
4299.704167,0.69,2529.535833,Employed,1
3847.945,0.23,969.9483333,Employed,1
6046.6575,0.12,2853.746667,Self-Employed,1
1666.666667,0.17,1590.245,Employed,0
5531.05,0,926.8583333,Self-Employed,1
5724.273333,0.72,2498.026667,Self-Employed,1
1666.666667,0.73,1427.671667,Employed,1
3738.3075,0.51,2299.595833,Employed,0
3702.365833,0.16,1423.534167,Employed,1
2407.276667,0.08,1616.811667,Employed,0
3194.395833,0.02,2077.966667,Self-Employed,1
2778.446667,0.17,1909.080833,Employed,0
6357.005,0.89,3.723333333,Employed,1
5336.265,0.24,732.2966667,Employed,1
5756.110833,0.35,2441.175,Employed,1
5068.756667,0.11,1556.5525,Employed,0
2755.351667,0.22,1230.224167,Self-Employed,1
3511.016667,0.52,534.5216667,Employed,1
4778.385,0.61,766.8866667,Self-Employed,1
2639.006667,0.25,0,Employed,1
5057.915,0.06,1582.265833,Employed,1
3866.26,0.39,1167.968333,Employed,1
3698.140833,0.23,861.1766667,Employed,1
5055.366667,0.22,1609.8975,Employed,1
4721.995833,0.96,1969.975833,Self-Employed,0
3715.459167,0.62,3410.998333,Self-Employed,0
5615.829167,0.56,406.7641667,Employed,1
2815.3375,0.42,2632.8175,Employed,0
4936.585833,0.43,2477.585,Employed,1
4908.043333,0.54,1017.4225,Self-Employed,1
3779.733333,0.7,1836.03,Employed,1
4574.333333,0.7,1285.305833,Unemployed,1
2602.775,0.17,1821.4075,Employed,0
5321.700833,0.5,2924.275833,Employed,1
3935.539167,0.41,2171.338333,Unemployed,0
3513.2625,0.87,2090.506667,Employed,1
5477.928333,0.63,1308.075833,Employed,1
3286.236667,0.53,429.9525,Employed,1
2406.09,0.12,1492.943333,Employed,1
2220.88,0.61,2672.173333,Employed,0
4924.179167,0.12,394.0266667,Employed,1
2566.13,0.34,787.4258333,Self-Employed,1
6360.159167,0.14,1771.89,Employed,1
1666.666667,0.69,846.1208333,Unemployed,0
6287.2375,0.21,1006.230833,Employed,1
4430.438333,0.39,1313.6675,Employed,1
4045.775,0.9,528.6525,Employed,1
3485.5175,0.2,854.8983333,Employed,1
4665.586667,0.51,2252.856667,Employed,1
4119.623333,0.42,577.1916667,Unemployed,1
5545.794167,0.02,335.1066667,Employed,1
4309.450833,0.79,1141.645833,Employed,1
4354.544167,0.07,2276.63,Employed,0
3712.151667,0.47,1502.565,Self-Employed,1
4095.485,0.56,1279.515833,Self-Employed,1
4551.419167,0.63,1703.6325,Employed,0
2028.955833,0.69,211.9108333,Employed,1
2481.435,0.25,2078.921667,Employed,0
5095.746667,0.01,1986.195833,Employed,1
4380.248333,0.72,1325.576667,Employed,1
3936.6875,0.54,2504.9375,Employed,1
4189.709167,0.84,727.0866667,Employed,1
4601.144167,0.82,2606.590833,Employed,1
3491.966667,0.84,1795.411667,Employed,1
3193.785833,0.49,1386.205833,Unemployed,1
4411.473333,0.33,1650.105,Unemployed,1
2943.700833,0.79,1577.279167,Employed,1
4676.9825,0.45,2683.569167,Employed,1
2038.4375,0.18,769.4341667,Employed,1
5453.110833,0.85,1031.234167,Employed,1
4757.413333,0.88,2530.2525,Self-Employed,1
4486.704167,0.47,1170.3875,Employed,1
5395.03,0.08,2417.110833,Self-Employed,1
6248.51,0.39,3082.863333,Unemployed,1
5434.629167,0.8,1331.8375,Employed,1
1865.574167,0.9,2234.468333,Employed,0
2567.195833,0.2,705.2566667,Employed,1
3385.643333,0.07,2295.610833,Employed,0
4199.280833,0.88,1832.853333,Employed,1
4813.740833,0.39,2060.865,Employed,1
3259.486667,0.54,1128.69,Self-Employed,0
4400.125,0.97,282.4308333,Employed,1
3222.438333,0.07,2086.043333,Employed,1
3402.269167,0.65,0,Employed,1
2408.34,0.07,1402.208333,Employed,1
3012.625,0.38,2450.985,Employed,1
2477.060833,0.8,1826.581667,Self-Employed,1
2946.825,0.43,3290.285833,Employed,0
5483.719167,1,2520.924167,Employed,0
2979.918333,0.56,1121.751667,Employed,1
7457.144167,0.32,1689.4275,Employed,1
4783.314167,0.22,1627.190833,Self-Employed,1
4397.711667,0.35,348.1858333,Employed,1
3093.719167,0.37,883.0008333,Self-Employed,1
5042.054167,0.07,1199.365833,Employed,1
3447.119167,0.37,0,Employed,1
4319.179167,0.46,1706.244167,Employed,1
7366.7725,0.72,1459.106667,Employed,1
4046.591667,0.66,272.5883333,Employed,1
5603.258333,0.71,2003.510833,Self-Employed,1
3287.695833,0.01,2263.2275,Employed,0
4122.930833,0.22,1855.861667,Employed,1
6380.1675,0.66,1396.61,Employed,1
3382.9575,0.48,2159.535,Employed,1
6432.2275,0.01,2233.516667,Employed,1
5051.356667,0.8,1922.836667,Employed,1
3463.583333,0.77,979.49,Employed,1
4957.176667,0.55,1897.1675,Employed,1
5382.36,0.07,2662.900833,Employed,1
4943.929167,0.77,1169.475833,Employed,1
2203.885833,0.58,3414.949167,Employed,0
3257.745,0.78,1228.640833,Employed,1
3857.268333,0.75,1693.6725,Unemployed,1
4073.625,0.8,1106.261667,Employed,1
4942.506667,0.52,1852.725833,Employed,1
4388.793333,0.14,214.815,Employed,1
2497.485833,0.67,1211.631667,Employed,1
4641.914167,0.62,756.5658333,Self-Employed,1
4929.899167,0.74,1779.448333,Employed,1
4866.405,0.17,2495.3725,Unemployed,0
5517.6425,0.19,2205.005,Self-Employed,1
5209.069167,0.89,0,Employed,1
4740.641667,0.75,3368.391667,Employed,1
4078.959167,0.91,1912.733333,Employed,1
2090.465833,0.76,1019.584167,Employed,1
4703.689167,0.6,1797.606667,Employed,1
4426.276667,0.65,1813.491667,Employed,1
4506.14,0.89,1110.959167,Employed,1
2570.730833,0.58,1831.5975,Employed,1
2815.345833,0.63,1160.44,Employed,1
5483.1075,0.16,1329.698333,Self-Employed,1
4117.2225,0.47,1094.7675,Employed,1
5018.5425,0.72,472.7741667,Self-Employed,1
4202.065,0.27,1788.196667,Employed,1
4203.861667,0.2,2154.415833,Employed,1
5339.521667,0.31,2095.736667,Employed,1
3521.610833,0.24,2349.9375,Employed,1
4286.8175,0.21,1936.95,Employed,1
3588.8225,0.42,1222.729167,Employed,1
3623.546667,0.91,2366.386667,Self-Employed,1
3780.201667,0.51,535.4016667,Employed,1
4444.334167,0.19,916.1075,Employed,1
3568.230833,0.08,863.1666667,Self-Employed,1
5736.361667,0.7,2566.713333,Self-Employed,1
3048.4075,0.38,2452.324167,Employed,1
3933.0775,0.82,2072.754167,Employed,1
3617.0025,0.66,2559.941667,Self-Employed,1
5975.389167,0.8,933.9308333,Employed,1
4412.36,0.27,1957.1625,Employed,1
5456.4725,0.69,1562.355,Employed,1
2309.715833,0.26,2372.401667,Self-Employed,0
4500.479167,0.94,1570.646667,Employed,1
5278.705,0.64,1345.880833,Unemployed,1
4269.521667,0.32,2117.424167,Employed,1
5498.5175,0.27,2396.8075,Self-Employed,1
3520.055833,0.19,1109.7125,Employed,1
5928.350833,0.69,1615.77,Employed,1
7040.289167,0.22,784.6325,Self-Employed,1
3713.118333,0.6,0,Employed,1
3609.788333,0.26,1833.716667,Employed,1
5983.3975,0.66,2174.0875,Employed,1
6141.131667,0.81,1885.055833,Employed,1
3513.091667,0.78,42.03166667,Employed,1
3641.433333,0.76,1374.2925,Employed,1
3814.435833,0.19,0,Employed,1
2486.103333,0.09,2808.084167,Employed,0
3018.351667,0.7,761.6208333,Employed,1
2911.490833,0.37,2712.836667,Employed,0
3206.92,0.43,2454.891667,Self-Employed,1
4123.310833,0.03,916.175,Employed,1
4459.435,0.26,722.6791667,Employed,1
6104.7925,0.03,1958.641667,Unemployed,1
2918.724167,0.88,963.0633333,Employed,1
5397.07,0.24,1752.070833,Self-Employed,1
3899.180833,0.56,1264.31,Self-Employed,0
4104.836667,0.04,182.3683333,Self-Employed,1
5010.190833,0.67,0,Employed,1
2763.264167,0.32,1855.57,Self-Employed,0
4644.679167,0.9,1198.701667,Self-Employed,1
4374.731667,0.89,1205.758333,Employed,1
4782.230833,0.33,2246.553333,Employed,1
4528.1275,0.9,2644.535,Employed,1
7235.791667,1,1439.545833,Employed,1
3369.491667,0.83,1382.834167,Employed,1
3502.920833,0.84,2083.4525,Employed,1
3387.740833,0.25,535.8866667,Employed,1
3472.32,0.58,1852.6275,Employed,1
3369.9325,0.07,2126.571667,Employed,0
5652.9375,0.09,2233.525,Employed,1
5942.296667,1,52.70583333,Unemployed,1
3453.234167,0.33,1032.204167,Employed,1
3126.2225,0.75,934.7808333,Employed,1
4755.935833,0.81,1749.905833,Employed,1
3476.3875,0.86,2067.2875,Employed,1
4957.831667,1,2913.925,Self-Employed,1
4420.320833,0.24,1254.195833,Unemployed,1
2271.986667,0.04,1252.023333,Employed,1
6101.048333,0.41,2624.726667,Unemployed,1
6411.514167,0.13,1913.814167,Employed,1
3400.680833,0.02,2723.043333,Employed,0
3682.04,0.36,1907.273333,Employed,1
4523.998333,0.78,702.4025,Self-Employed,1
4584.7375,0.57,555.7266667,Employed,1
4989.846667,0.31,373.74,Employed,1
6679.4225,0.65,2218.376667,Self-Employed,1
3945.4825,0.23,2657.164167,Employed,0
3168.795,0.01,3207.801667,Employed,0
2442.5175,0.76,2369.254167,Self-Employed,0
3253.004167,0.62,2635.699167,Employed,1
4125.258333,0.76,1183.32,Employed,1
6409.864167,0.04,702.9866667,Employed,1
3519.6525,0.84,2375.065833,Employed,1
4446.401667,0.62,2014.734167,Employed,1
4146.138333,0.56,1756.203333,Employed,1
5652.158333,0.62,1989.475833,Employed,1
7325.3325,0.86,1935.9875,Employed,1
3503.080833,0.59,2736.514167,Self-Employed,0
3554.8675,0.58,2745.821667,Unemployed,0
5471.8675,0.99,2120.183333,Employed,1
5019.030833,0.76,2371.5025,Employed,1
6475.050833,0.44,2095.0525,Unemployed,1
4896.576667,0.71,1282.358333,Employed,1
3717.551667,0.39,2297.1375,Employed,1
4904.985,0.23,504.5875,Unemployed,1
5552.545833,0.6,2544.91,Self-Employed,1
5192.269167,0.93,671.2308333,Self-Employed,1
4800.759167,0.93,1904.835833,Self-Employed,1
5500.01,0.34,962.3716667,Employed,1
5628.285833,0.53,2127.824167,Employed,1
5894.365,0.21,1638.395833,Employed,1
4977.554167,1,337.7033333,Employed,1
3957.769167,0.98,2017.25,Employed,1
4350.059167,0.65,1185.065833,Self-Employed,1
5674.8025,0.8,2400.955833,Self-Employed,1
3145.496667,0.72,1667.771667,Employed,1
4627.508333,0.59,1996.184167,Self-Employed,1
3674.993333,0.05,868.6925,Self-Employed,1
4202.5975,0.45,1175.556667,Employed,1
5764.731667,0.67,1284.4675,Employed,1
4405.540833,0.68,2380.585,Employed,1
4224.7125,0.37,3064.480833,Employed,1
2466.846667,0.94,995.69,Employed,1
5099.483333,0.17,2564.04,Employed,0
4973.521667,0.5,0,Employed,1
6870.735,0.69,671.5091667,Employed,1
3781.944167,0.7,867.685,Unemployed,1
4440.604167,0.65,539.5758333,Employed,1
4478.396667,0.28,347.01,Self-Employed,1
6138.483333,0.16,2010.8325,Employed,1
4047.5475,0.64,1488.276667,Employed,1
4515.443333,0.6,1982.8375,Unemployed,1
4926.5375,0.18,2242.060833,Employed,1
4399.928333,0.71,1888.014167,Employed,1
3608.625,0.46,2214.8025,Self-Employed,1
4409.279167,0.67,1608.723333,Employed,1
5508.706667,0.84,677.5058333,Employed,1
2883.5225,0.17,2548.178333,Employed,1
4332.879167,0.02,1175.74,Self-Employed,1
3291.515833,0.78,887.0033333,Employed,1
5660.475,0.61,1518.401667,Employed,1
2262.683333,0.7,905.9908333,Employed,1
3468.014167,0.84,1318.808333,Employed,1
4638.181667,0.8,1953.378333,Self-Employed,1
6123.571667,0.96,1956.951667,Employed,1
4084.479167,0.54,918.475,Employed,1
3472.6675,0.49,1260.245833,Employed,1
6518.113333,0.4,2561.944167,Self-Employed,1
2356.649167,0.15,2080.333333,Employed,0
1666.666667,0.57,3395.8875,Self-Employed,0
4716.685,0.28,2650.106667,Self-Employed,0
3539.099167,0.92,2620.244167,Employed,1
2890.125833,0.58,510.1091667,Employed,1
5052.1125,0.59,2303.216667,Employed,1
4471.4175,0.35,1622.410833,Self-Employed,1
3461.568333,0.05,1207.515,Employed,1
2566.285833,0.03,1806.679167,Employed,1
5257.238333,0.42,2454.343333,Self-Employed,1
4979.418333,0.08,2084.026667,Employed,1
4042.696667,0.61,934.605,Employed,1
6474.9625,0.88,2285.3825,Employed,1
2829.060833,0.88,1135.343333,Employed,1
2259.76,0.66,1847.235833,Self-Employed,1
3301.781667,0.21,1413.875,Employed,1
4109.684167,0.86,1484.278333,Employed,1
4470.840833,0.89,2305.2025,Self-Employed,1
3865.121667,0.2,799.8383333,Employed,1
4606.735833,0.74,3287.6625,Unemployed,0
2602.2425,0.29,149.095,Unemployed,1
5971.3725,0.8,1168.61,Employed,1
4063.9775,1,1975.176667,Employed,1
5563.286667,0.03,2153.595,Self-Employed,1
4595.073333,0.9,1582.936667,Employed,1
4737.608333,0.62,1618.840833,Employed,1
4878.875833,0.97,2008.791667,Self-Employed,1
4726.3025,0.47,1474.109167,Employed,1
4970.07,0.85,2827.650833,Self-Employed,1
5828.1075,0.06,2366.124167,Employed,0
4412.318333,0.34,2394.02,Employed,1
5052.921667,0.07,861.5358333,Employed,1
4054.496667,0.98,1600.51,Unemployed,1
5966.813333,0.82,1416.278333,Employed,1
3321.176667,0.85,828.6658333,Self-Employed,1
6417.8425,0.94,1966.803333,Employed,1
4116.469167,0.09,1218.628333,Employed,1
2378.1975,0.39,2212.836667,Employed,1
4326.7975,0.07,774.84,Employed,1
3315.3525,0.21,3099.200833,Employed,0
5217.470833,0.23,919.7225,Employed,1
3350.886667,0.47,1849.418333,Employed,1
3608.9375,0.27,2326.549167,Unemployed,0
1804.740833,0.1,1191.133333,Employed,1
3601.284167,0.17,2377.0575,Unemployed,0
1666.666667,0.15,642.3466667,Employed,1
2186.788333,0.97,2876.765,Employed,1
5117.185,0.76,1678.4575,Employed,1
5148.916667,0.97,1169.6575,Employed,1
4698.488333,0.44,1417.348333,Employed,1
2957.946667,0.28,2340.765833,Employed,1
4107.0275,0.8,1179.620833,Employed,1
4162.163333,0.33,1042.201667,Self-Employed,1
2718.710833,0.3,1482.0525,Employed,1
6045.914167,0.23,685.865,Self-Employed,1
5263.369167,0.13,3183.786667,Employed,1
3890.461667,0.26,1194.670833,Employed,1
4200.274167,0.36,2359.680833,Employed,1
4427.145,0.67,1841.225,Employed,1
1666.666667,0.06,846.2216667,Employed,0
3857.695,0.21,1661.704167,Employed,1
3314.186667,0.81,2320.0025,Employed,1
2914.641667,0.15,1509.7825,Employed,1
3815.291667,0.34,2660.9275,Employed,1
6413.775,0.86,2517.929167,Employed,1
4967.72,0.15,2432.429167,Employed,1
3452.693333,0.08,1283.619167,Unemployed,0
4882.395,0.48,766.7983333,Self-Employed,1
5915.860833,0.3,1155.343333,Employed,1
5322.459167,0.56,1830.200833,Self-Employed,1
4241.205,0.8,2121.489167,Self-Employed,1
3357.995833,0.14,0,Employed,1
5039.445833,0.58,1659.905833,Employed,1
4658.523333,0.51,1798.4075,Unemployed,1
5285.658333,0.14,1435.38,Employed,1
4960.631667,0.62,2742.728333,Unemployed,1
5478.6075,0.27,2018.15,Employed,1
3497.6225,0.49,2758.493333,Employed,0
5813.409167,0.08,1486.699167,Employed,1
4413.665833,0.46,2447.8975,Employed,1
6760.7425,0.31,3029.221667,Self-Employed,0
3305.181667,0.82,2759.744167,Unemployed,0
6336.621667,0.06,756.5483333,Employed,1
4414.055,0.42,1455.27,Employed,1
3352.394167,0.46,1379.029167,Self-Employed,1
3561.809167,0.73,2074.379167,Employed,1
3766.2325,0.57,2238.628333,Employed,1
4696.874167,0.67,967.5891667,Employed,1
4820.210833,0.78,1723.199167,Self-Employed,1
3449.541667,0.86,0,Self-Employed,1
4136.223333,0.31,2868.2875,Employed,1
6844.505,0.54,1239.688333,Employed,1
6326.095833,0.84,1713.22,Unemployed,1
4712.071667,0.99,1408.625,Employed,1
4214.170833,0.89,2621.69,Employed,1
4316.705833,0.37,0,Employed,1
4933.564167,0.2,1652.825,Self-Employed,1
2888.175833,0.49,1578.484167,Employed,1
3844.945833,0.74,1288.636667,Employed,1
2080.936667,0.49,3105.189167,Employed,0
4665.695833,0.48,927.2258333,Employed,1
4975.661667,0.84,2309.83,Employed,1
3562.683333,0.36,1963.544167,Employed,0
6134.15,0.86,2717.9325,Employed,1
2634.46,0.41,1110.675833,Employed,1
2336.198333,0.33,1055.859167,Employed,1
4447.231667,0.45,2580.058333,Employed,1
5475.539167,0.76,2021.100833,Unemployed,1
6271.576667,0.13,379.2191667,Self-Employed,1
3593.061667,0.2,1217.245833,Employed,1
5515.0175,0.95,1988.6525,Self-Employed,1
4118.530833,0.18,2364.803333,Employed,1
3950.8825,0.57,1100.640833,Unemployed,1
5271.241667,0.58,0,Employed,1
4982.07,0.49,2102.685833,Employed,1
2196.176667,0.64,649.7325,Employed,1
6012.3425,0.23,0,Employed,1
5891.780833,0.55,0,Unemployed,1
3384.713333,0.37,2344.984167,Employed,1
4661.420833,0.66,1773.8475,Employed,1
4784.204167,0.14,1478.62,Employed,1
4492.509167,0.57,2824.186667,Self-Employed,1
3478.785,0.19,2197.770833,Employed,0
3327.1375,0.28,3013.583333,Employed,0
4134.724167,0.22,506.0541667,Unemployed,1
5632.578333,0.18,1637.874167,Employed,1
4846.166667,0.83,319.4058333,Employed,1
3703.399167,0.29,1475.515,Unemployed,1
5131.29,0.93,1459.486667,Employed,1
1666.666667,0.97,2188.845,Employed,1
5602.624167,0.57,1704.636667,Employed,1
1992.024167,0.14,2186.1725,Self-Employed,0
3713.615833,0.37,2252.866667,Employed,1
2767.079167,0.8,3462.440833,Unemployed,0
2548.315,0.37,1403.919167,Self-Employed,0
5617.7,0.09,882.4808333,Employed,1
3582.04,0.56,1871.736667,Self-Employed,1
4599.796667,0.85,998.1,Employed,1
4108.015833,0.8,2901.634167,Employed,0
4762.9675,0.18,1430.651667,Self-Employed,1
4262.694167,0.67,1195.353333,Unemployed,1
2562.926667,0.22,1273.903333,Employed,1
5412,0.22,2265.3475,Employed,1
3549.470833,0.87,1535.210833,Employed,1
2220.939167,0.25,1131.944167,Employed,0
3631.5225,0.26,3054.46,Employed,0
6042.616667,0,953.1916667,Employed,1
5229.444167,0.87,1696.305,Employed,1
3730.851667,0.79,2210.255,Employed,1
3730.094167,0.63,307.2208333,Employed,1
3764.6225,0.75,2066.884167,Self-Employed,1
6762.601667,0.15,787.41,Self-Employed,1
4644.085833,0.46,2352.319167,Employed,1
4704.218333,0.35,864.4575,Employed,1
5454.520833,0.09,2243.974167,Employed,1
4465.153333,0.49,2588.194167,Employed,1
3842.864167,0.92,2384.530833,Employed,1
3921.229167,0.04,1876.0975,Self-Employed,1
4077.165,0.29,1473.915833,Employed,1
4120.139167,0.21,1186.316667,Employed,1
5076.203333,0.24,2892.529167,Employed,1
4231.599167,0.91,1083.754167,Employed,1
5082.466667,0.47,802.445,Employed,1
4065.770833,0.47,2221.140833,Unemployed,0
4264.960833,0.76,1003.219167,Employed,1
1668.915833,0.15,874.9475,Employed,1
5312.076667,0.49,463.6633333,Employed,1
4599.7775,0.43,1264.241667,Unemployed,1
5414.179167,0.6,1597.7375,Employed,1
1666.666667,1,1869.243333,Employed,1
6777.135,0.77,2459.421667,Self-Employed,1
3992.18,0.4,2105.748333,Employed,1
5551.895,0.83,1507.606667,Employed,1
2866.784167,0.17,1501.503333,Employed,0
4932.634167,0.03,2091.7975,Employed,1
2849.8975,0.2,2727.141667,Employed,1
3386.955833,0.34,1771.928333,Employed,1
6559.205833,0.51,1275.724167,Employed,1
3928.313333,0.62,839.2783333,Employed,1
4438.4575,0.91,462.3291667,Employed,1
5254.251667,0.51,2221.891667,Employed,1
4786.269167,0.5,2148.315833,Employed,1
4354.69,0.05,2147.803333,Unemployed,0
4622.868333,0.03,1559.450833,Employed,1
7170.935833,0.55,2839.1125,Employed,1
4094.643333,0.44,1263.235,Employed,1
4418.040833,0.84,2462.724167,Employed,1
5479.985,0.16,1634.380833,Employed,1
5548.574167,0.02,1159.7075,Employed,1
5650.454167,0.45,2160.441667,Employed,1
4965.079167,0.24,2008.03,Employed,0
2737.910833,0.05,1964.144167,Self-Employed,0
6208.455833,0.72,1734.398333,Employed,1
2733.735,0.11,1635.089167,Employed,1
4544.960833,0.61,3656.976667,Employed,1
3223.821667,0.28,2653.5475,Employed,1
4086.493333,0.17,2269.0225,Employed,1
4577.62,0.38,1759.8325,Employed,1
4568.363333,0.8,2505.964167,Employed,1
4694.0675,0.39,2098.329167,Self-Employed,1
6183.805833,0.75,1688.504167,Self-Employed,1
4733.584167,0.13,1413.696667,Employed,1
3861.470833,0.77,1599.235833,Employed,1
5371.775833,0.24,0,Self-Employed,1
5653.505,0.68,1842.1675,Employed,1
2632.156667,0.57,1259.603333,Employed,1
4913.416667,0.93,2993.891667,Employed,1
5043.1325,0.39,1682.786667,Employed,1
3794.7125,0.07,675.8641667,Employed,1
5886.3,0.02,1625.1,Employed,1
3979.0975,0.83,794.8991667,Employed,1
4323.6375,0.52,2061.1725,Employed,1
3950.326667,0.78,1909.1225,Self-Employed,1
4186.140833,0.23,2464.866667,Employed,1
2796.3225,0.35,1007.598333,Employed,1
2366.603333,0.03,1695.006667,Employed,1
6159.798333,0.96,529.1483333,Self-Employed,1
3107.965,0.67,2251.245833,Self-Employed,1
2927.425833,0.93,2099.059167,Employed,1
1666.666667,0.27,2079.8375,Employed,0
3367.964167,0.61,1668.015833,Self-Employed,1
2512.804167,0.68,2012.310833,Employed,1
6219.185833,0.32,3003.615833,Employed,1
5428.938333,0.85,1429.088333,Employed,1
3306.478333,0.95,1782.204167,Employed,1
6982.211667,0.88,761.5616667,Employed,1
5393.873333,0.74,943.1158333,Employed,1
3760.6275,0.28,1748.1775,Employed,1
1666.666667,0.28,2586.611667,Unemployed,0
7030.345,0.96,1453.099167,Self-Employed,1
2429.700833,0.01,1470.069167,Unemployed,0
2109.918333,0.72,1327.595833,Unemployed,1
5444.88,0.71,1221.035833,Employed,1
7216.3575,0.62,1912.475833,Employed,1
5897.0075,0.99,418.9516667,Employed,1
4871.553333,0.31,2734.116667,Self-Employed,1
4910.11,0.34,1112.148333,Employed,1
5233.435833,0.08,2268.2525,Unemployed,1
5115.3275,0.44,608.3341667,Employed,1
4518.155833,0.26,2224.033333,Self-Employed,1
4296.918333,0.34,2226.620833,Employed,1
4088.425,0.83,1986.835,Employed,1
3224.210833,0.94,837.9758333,Self-Employed,1
3815.8225,0.19,1874.623333,Employed,0
2050.470833,0.37,680.7866667,Self-Employed,1
4043.7425,0.93,1456.030833,Employed,1
2930.9275,0.06,2524.510833,Employed,0
2787.18,0.09,2330.585,Employed,0
4391.534167,0.16,1679.319167,Employed,1
5906.669167,0.6,854.3275,Employed,1
5314.5625,0.15,2204.656667,Employed,1
2203.540833,0.97,1682.8175,Employed,1
2929.631667,0.45,0,Employed,1
5342.630833,0.5,2318.858333,Employed,1
2938.5575,0.25,1646.4725,Employed,0
3885.875,0.47,2668.709167,Self-Employed,1
4854.231667,0.66,753.9408333,Employed,1
2956.235833,0.75,0,Employed,1
4298.385833,0.75,1899.236667,Employed,1
2499.135,0.58,1909.636667,Employed,1
3414.9575,0.9,257.7733333,Employed,1
4566.394167,0.82,851.25,Unemployed,1
2175.424167,0.76,3962.681667,Self-Employed,0
4717.26,0.06,1411.990833,Employed,1
4142.119167,0.01,2275.799167,Employed,1
4857.279167,0.21,1124.45,Self-Employed,1
4446.559167,0.66,0,Employed,1
5871.8425,0.41,1524.785,Employed,1
4323.1975,0.4,1445.329167,Employed,1
3629.91,0.88,1333.435,Employed,1
4319.538333,0.9,1571.1325,Unemployed,1
4845.789167,0.91,1886.89,Employed,1
4227.741667,0.31,1541.569167,Employed,1
4217.406667,0.69,613.3283333,Employed,1
3289.176667,0.27,2071.820833,Self-Employed,1
3338.040833,0.19,42.19,Self-Employed,1
2413.41,0.18,0,Employed,1
6353.6375,0.34,2282.65,Employed,1
2611.8375,0.43,2089.183333,Employed,1
3300.535,0.83,1618.8375,Self-Employed,1
3268.6575,0.12,503.7925,Self-Employed,1
5285.3225,0.73,1076.740833,Employed,1
3797.979167,0.53,1447.710833,Self-Employed,1
5726.344167,0.29,336.755,Employed,1
3324.803333,0.49,1050.809167,Employed,1
4515.409167,0.3,2210.275,Employed,1
3122.4825,0.6,2856.0875,Employed,1
6848.103333,0.43,1317.1375,Employed,1
2682.168333,0.16,2297.073333,Employed,1
4553.9425,0.12,71.61666667,Employed,1
4958.8875,0.55,2216.209167,Employed,0
4683.915833,0.9,996.71,Employed,1
3935.0575,0.34,1922.788333,Employed,0
4004.390833,0.73,1460.206667,Employed,1
4221.430833,0.66,2767.011667,Employed,1
3982.914167,0.93,937.97,Employed,1
5371.515833,0.82,2189.671667,Self-Employed,1
6929.820833,0.57,1433.744167,Self-Employed,1
3469.801667,0.66,1534.745833,Self-Employed,1
2454.413333,0.9,1513.455,Employed,1
4056.314167,0.4,961.9391667,Employed,1
7391.303333,0.33,1654.9175,Employed,1
3162.073333,0.01,1614.46,Employed,0
6215.5625,0.83,1867.7,Employed,1
6263.7925,0.8,1737.0875,Employed,1
3474.681667,0.1,2331.6625,Self-Employed,0
4877.895833,0.58,2436.2575,Employed,1
6202.1625,0.46,791.1475,Unemployed,1
3692.756667,0.12,2390.644167,Self-Employed,0
3912.190833,0.98,678.0533333,Employed,1
3439.565833,0.21,2156.546667,Self-Employed,0
2898.220833,0.07,2183.115833,Employed,0
3355.07,0.59,73.9025,Self-Employed,1
2636.741667,0.74,1744.149167,Employed,1
4209.270833,0.03,1276.253333,Self-Employed,1
3204.2,0.66,1034.3625,Employed,1
4458.899167,0.53,2792.376667,Unemployed,0
2221.7975,0.1,1121.934167,Employed,1
4580.266667,0.17,994.6858333,Employed,1
5208.5775,0.57,1729.745833,Self-Employed,1
1674.4975,0.3,2237.991667,Self-Employed,0
4634.2375,0.94,1548.625833,Employed,1
5701.2525,0.82,2638.6425,Employed,1
