Age,Gender,Monthly_Income,Credit_History,Monthly_Repayment,Employment,Loan_Status
25,Male,2428.451346,1,2519.763882,Employed,0
73,Female,2137.980976,6,2913.755703,Employed,0
64,Female,2676.878725,0,1985.937443,Self-Employed,0
27,Female,3618.947572,3,1873.909378,Employed,0
70,Male,3836.467174,2,2539.365858,Employed,0
20,Female,3109.456185,4,2573.032365,Employed,0
20,Male,5485.965327,1,1896.322219,Self-Employed,0
70,Male,2671.922263,7,3402.758223,Self-Employed,0
36,Female,2665.445344,0,1949.029877,Employed,0
37,Male,3768.373343,1,2374.707557,Self-Employed,0
72,Male,3549.522274,1,2278.689609,Employed,0
55,Male,1914.967852,1,2157.017578,Self-Employed,0
18,Female,3569.427513,0,2605.998691,Employed,0
61,Male,2116.338003,2,1086.461621,Employed,0
74,Male,5498.177613,2,3026.248058,Employed,0
43,Male,3530.970477,6,3488.587314,Self-Employed,0
20,Female,4875.010118,0,3189.496291,Employed,0
37,Female,3019.074811,1,2156.836229,Employed,0
18,Female,1641.990135,3,2645.767316,Employed,0
39,Male,5172.40734,6,2164.913735,Employed,0
48,Male,1892.111482,4,494.3494032,Unemployed,0
54,Female,2133.449728,1,2608.581158,Unemployed,0
32,Female,3772.733367,1,2619.592927,Employed,0
22,Male,4615.315628,2,2175.465079,Employed,0
67,Female,3461.22121,1,2384.167743,Self-Employed,0
61,Male,1694.214132,2,2497.455777,Unemployed,0
63,Female,3986.940213,1,2485.333098,Self-Employed,0
69,Male,1628.766959,1,871.8486725,Employed,0
71,Female,3448.333857,1,1298.804954,Unemployed,0
30,Male,5092.4274,5,3262.464327,Unemployed,0
52,Male,1868.064688,2,1704.490218,Self-Employed,0
35,Male,2590.419093,3,4202.170194,Employed,0
72,Female,2608.595572,4,1357.324189,Self-Employed,0
44,Male,2579.119186,3,2508.294423,Employed,0
19,Female,1747.116539,8,1830.087782,Self-Employed,0
64,Female,2226.148098,4,2138.665102,Self-Employed,0
25,Male,2770.136977,3,1770.989103,Self-Employed,0
43,Female,3258.667703,3,3115.781968,Employed,0
37,Male,2628.789604,0,1952.047461,Employed,0
72,Male,4258.668778,1,3850.492873,Employed,0
32,Male,5034.807449,5,2299.36541,Employed,0
69,Female,5341.082379,1,3287.474422,Self-Employed,0
38,Female,2605.0148,7,3500.066823,Self-Employed,0
49,Male,2908.956702,2,1981.233467,Employed,0
19,Male,4288.297877,1,2381.996498,Self-Employed,0
67,Female,4106.393211,5,3185.819143,Employed,0
41,Male,3194.726408,6,2119.609423,Unemployed,0
62,Male,2249.823733,6,2695.77831,Employed,0
71,Male,3788.652734,6,2503.500352,Employed,0
64,Male,4556.730972,9,2034.025771,Self-Employed,0
66,Female,2102.585437,4,1837.004698,Unemployed,0
42,Female,4564.297713,8,2668.220433,Unemployed,0
41,Male,4971.179634,3,3255.150064,Employed,0
37,Female,3394.707978,5,2641.608197,Employed,0
70,Male,3783.299523,6,1686.463243,Employed,0
44,Male,3835.140331,5,1220.543025,Self-Employed,0
61,Female,2621.709077,2,1853.517212,Employed,0
19,Female,2984.054833,2,1494.083413,Employed,0
45,Female,1997.911963,5,3195.144443,Employed,0
34,Male,6648.223321,3,3176.551611,Self-Employed,0
67,Male,4831.451893,2,2401.742772,Unemployed,0
22,Male,5246.839748,5,3203.882308,Unemployed,0
69,Male,2701.249675,0,1951.526384,Employed,0
69,Male,3783.595598,8,1944.62324,Self-Employed,0
74,Male,5228.616648,10,2474.209294,Employed,0
73,Male,3343.80978,0,2738.468527,Employed,0
19,Male,3290.232522,0,3346.6456,Employed,0
34,Male,2624.389886,0,2075.018318,Employed,0
56,Female,2538.036918,1,2880.616237,Employed,0
65,Male,4763.718049,4,3468.974938,Employed,0
21,Female,4594.054288,3,2814.15786,Employed,0
46,Female,4216.234622,8,3410.297379,Employed,0
69,Male,3427.622223,1,2214.562253,Employed,0
21,Female,3192.105632,0,2184.581211,Employed,0
37,Female,3116.170796,10,2761.017738,Employed,0
59,Female,2818.551865,1,3327.79585,Employed,0
68,Female,2526.398168,4,2136.269598,Self-Employed,0
18,Male,4956.928087,1,2520.770796,Employed,0
61,Female,2622.419038,2,2883.134249,Self-Employed,0
62,Female,3444.121474,9,2982.270755,Employed,0
18,Male,3290.441142,3,2740.211767,Self-Employed,0
31,Female,1949.284274,4,487.0999218,Unemployed,0
57,Female,3112.179188,1,828.4143264,Self-Employed,0
69,Female,4224.185763,8,2779.07875,Employed,0
72,Male,3517.327691,5,2723.829728,Employed,0
30,Male,2942.564452,5,1928.183718,Self-Employed,0
69,Male,4575.79694,6,2195.226337,Employed,0
70,Male,4635.742279,2,1778.113288,Employed,0
52,Male,3422.102978,3,2638.744576,Self-Employed,0
67,Female,4860.748251,3,3367.564204,Employed,0
65,Male,2474.931187,4,1887.634176,Employed,0
62,Male,4327.356219,8,2992.724305,Employed,0
18,Male,2832.392928,9,3393.021438,Employed,0
57,Male,4360.11747,5,2286.370769,Self-Employed,0
22,Male,1596.820113,2,2873.233751,Employed,0
42,Male,2393.116891,1,1556.856436,Employed,0
56,Female,3956.081441,2,2154.971505,Self-Employed,0
63,Male,2938.052043,3,1279.969658,Unemployed,0
20,Female,3074.538706,9,4306.405505,Employed,0
73,Male,3508.608702,2,1815.250585,Employed,0
20,Male,4348.305559,4,2235.906608,Self-Employed,0
73,Female,5171.318876,0,3043.027778,Employed,0
67,Female,2336.749914,1,1547.276306,Employed,0
22,Female,4362.249038,0,3651.819178,Employed,0
23,Male,5436.562053,1,1929.224941,Self-Employed,0
27,Male,3445.089754,2,1712.100859,Employed,0
18,Female,2049.213683,5,2993.395005,Employed,0
21,Male,4336.564794,8,3416.322073,Employed,0
35,Male,4436.79479,6,3514.311143,Employed,0
35,Female,2379.374743,9,2016.126272,Unemployed,0
47,Female,2313.520808,4,2124.037816,Employed,0
72,Female,1923.838851,4,514.0645953,Unemployed,0
74,Male,4362.387113,1,2870.165849,Unemployed,0
60,Male,5153.265978,2,1981.621402,Employed,0
33,Male,2679.344329,8,3472.321644,Unemployed,0
21,Male,1739.327737,3,2247.517923,Self-Employed,0
40,Female,1587.312028,3,2515.496384,Unemployed,0
25,Male,4844.964061,3,1911.775293,Unemployed,0
19,Female,3968.033437,3,2081.414879,Employed,0
34,Male,2705.985883,2,1944.722978,Employed,0
66,Female,4555.75167,0,2832.642443,Employed,0
72,Male,4317.976258,1,2173.680128,Unemployed,0
22,Male,2917.271333,2,1643.914283,Employed,0
64,Male,4065.932268,6,3189.821168,Employed,0
48,Female,2402.622063,2,2631.257745,Employed,0
23,Male,3476.631365,9,2581.544715,Unemployed,0
28,Female,1659.384431,3,2846.7359,Employed,0
22,Female,2045.761319,6,2794.287838,Employed,0
27,Male,1644.159004,4,820.1636268,Unemployed,0
23,Female,4633.746114,2,1934.231288,Unemployed,0
69,Female,1763.826413,2,1700.203099,Self-Employed,0
18,Male,3792.643914,3,2704.80638,Unemployed,0
66,Female,3912.936807,1,2422.611178,Self-Employed,0
18,Male,4191.246216,6,1948.517513,Employed,0
21,Male,3498.378618,3,2662.701661,Unemployed,0
50,Female,3313.022449,6,1100.940753,Self-Employed,0
21,Female,2718.8473,4,2659.846353,Employed,0
57,Male,2205.914003,4,1879.660065,Unemployed,0
26,Male,3446.315254,1,2373.920216,Employed,0
34,Female,2033.720172,6,1474.286708,Employed,0
45,Male,2614.275591,1,1792.198111,Employed,0
28,Male,2701.170162,9,2482.610432,Employed,0
47,Male,2519.384272,0,1493.891381,Unemployed,0
18,Male,3364.041759,9,3067.118916,Employed,0
58,Male,4335.781868,2,2484.53175,Employed,0
43,Female,4520.793898,5,2767.346457,Unemployed,0
22,Male,3755.059965,5,2400.03568,Employed,0
63,Male,4442.253838,2,2167.514419,Employed,0
47,Male,4149.371933,8,3523.016848,Employed,0
35,Female,2733.294386,8,3365.627448,Unemployed,0
20,Female,1894.082424,1,2117.894641,Self-Employed,0
61,Female,2322.210809,4,2053.263733,Self-Employed,0
26,Male,1748.76684,1,2511.155054,Employed,0
30,Male,3232.845918,10,1233.141473,Employed,0
18,Female,4346.331938,0,2689.068725,Employed,0
25,Female,1923.180784,5,572.3334871,Employed,0
72,Female,3883.318289,1,2715.834644,Employed,0
69,Male,2577.474298,1,1776.01783,Employed,0
66,Male,5717.214903,2,3114.672345,Employed,0
32,Female,3983.962818,1,2334.752642,Employed,0
69,Female,5125.991086,7,3265.187627,Self-Employed,0
39,Male,2610.323301,1,1843.710198,Employed,0
35,Male,2919.220399,1,1191.914268,Employed,0
55,Female,3854.077521,4,2463.476417,Employed,0
66,Female,4410.321978,5,2808.668338,Unemployed,0
40,Female,2375.200097,1,1626.613394,Employed,0
71,Female,3834.545919,2,2227.188563,Employed,0
48,Female,3108.790601,1,816.4247204,Self-Employed,0
50,Female,1937.692095,3,3020.227511,Self-Employed,0
21,Female,4085.809447,2,3705.033497,Employed,0
50,Female,5264.697477,1,1938.53513,Self-Employed,0
61,Male,2007.288404,7,2149.179384,Employed,0
71,Female,3356.342901,5,2678.459539,Employed,0
57,Male,3362.629056,3,2669.455023,Self-Employed,0
73,Male,3777.983739,5,2229.75003,Employed,0
19,Female,3558.926442,1,1570.37295,Self-Employed,0
71,Female,4102.221605,5,3429.442628,Employed,0
22,Male,2045.671345,1,2209.090383,Self-Employed,0
40,Female,3643.691714,5,2871.450901,Employed,0
32,Male,2770.972651,8,3826.219612,Employed,0
21,Female,1695.846898,2,2691.642402,Employed,0
65,Female,1673.929355,7,885.38217,Unemployed,0
42,Female,2499.862733,6,3786.157149,Employed,0
68,Female,4858.421643,3,2257.523957,Unemployed,0
73,Female,2436.246686,3,2555.384637,Employed,0
67,Female,5397.088656,1,1911.026375,Self-Employed,0
73,Male,2461.388542,1,2940.27685,Employed,0
29,Female,5298.323815,2,2555.739465,Employed,0
52,Female,1631.664687,3,2564.256248,Unemployed,0
66,Female,1824.539048,2,1788.180481,Self-Employed,0
58,Male,3643.900634,1,1876.779158,Employed,0
27,Female,5049.545717,5,3425.834486,Employed,0
19,Male,3437.013237,8,2676.501502,Unemployed,0
23,Male,4720.396493,3,2771.387604,Employed,0
45,Male,2946.569509,1,767.6065715,Self-Employed,0
51,Male,1707.012332,4,2568.131939,Employed,0
42,Male,3121.118234,3,2924.00649,Unemployed,0
22,Female,2161.427918,6,2849.150059,Employed,0
22,Male,4758.670438,3,3269.903823,Self-Employed,0
21,Female,3030.195223,0,1951.041012,Unemployed,0
47,Female,3640.969883,1,2395.263258,Self-Employed,0
62,Female,3738.089309,2,2491.909285,Unemployed,0
23,Male,2936.0382,2,1584.061198,Employed,0
47,Female,5034.618883,6,2258.609497,Employed,0
21,Male,2549.713138,1,2782.48024,Employed,0
63,Male,4452.439653,0,2420.506594,Employed,0
18,Female,3749.47366,6,2441.776022,Employed,0
64,Female,3613.638299,0,2482.870103,Unemployed,0
28,Male,3699.155317,2,1857.398154,Employed,0
44,Female,4659.497941,3,2623.996382,Self-Employed,0
53,Male,6673.268476,3,2991.140803,Self-Employed,0
51,Male,2621.914701,1,1842.703219,Employed,0
63,Male,3535.282909,6,2870.390779,Unemployed,0
22,Male,3858.705967,3,2826.350558,Employed,0
48,Male,1988.010178,0,754.1621098,Self-Employed,0
57,Male,4414.511508,8,4067.447593,Employed,0
63,Female,2680.955828,1,2364.468209,Employed,0
18,Female,2118.536384,3,2110.043796,Self-Employed,0
19,Male,6173.776473,9,4336.440753,Unemployed,0
43,Male,3928.212371,4,2305.77628,Employed,0
61,Female,1679.684053,3,2872.197796,Employed,0
66,Female,3293.346654,1,2154.534806,Employed,0
37,Female,3518.380991,1,2321.547235,Self-Employed,0
61,Male,3636.807178,2,2277.607226,Unemployed,0
39,Female,1735.48317,4,750.997173,Unemployed,0
63,Male,4829.17508,2,1786.933487,Employed,0
36,Male,3314.984134,1,2173.831378,Employed,0
69,Female,2550.304695,0,1993.683153,Employed,0
19,Male,3566.824445,4,2006.697263,Employed,0
19,Female,4799.408823,4,3670.226776,Employed,0
20,Male,2366.4922,4,2053.346743,Self-Employed,0
19,Female,2377.090913,1,2495.569448,Employed,0
62,Male,5494.845932,10,2423.255013,Employed,0
73,Female,2382.104407,2,2064.401198,Employed,0
23,Male,2676.790364,0,1991.170372,Employed,0
22,Male,2467.559482,2,2766.885495,Employed,0
74,Female,3545.782638,1,2389.4556,Self-Employed,0
68,Male,4894.986293,2,1947.616457,Employed,0
64,Male,3379.399271,1,2409.037088,Self-Employed,0
22,Male,3647.757614,2,2217.513814,Employed,0
66,Male,1636.842688,2,2120.681578,Self-Employed,0
69,Male,1961.432938,10,2420.263857,Employed,0
61,Male,4178.214421,0,2418.050532,Employed,0
21,Male,1910.546924,0,756.9562737,Self-Employed,0
69,Female,3457.761294,9,1965.158633,Self-Employed,0
19,Male,2395.756267,0,1466.017037,Unemployed,0
73,Male,4472.126166,2,2479.467332,Employed,0
69,Male,2074.656082,5,2958.801951,Employed,0
23,Female,1809.730232,2,2583.789924,Unemployed,0
74,Female,4827.612478,3,3239.794849,Employed,0
72,Male,3869.056783,2,2282.038463,Employed,0
72,Female,4615.414795,1,3908.16157,Employed,0
22,Male,3334.232944,1,1239.182682,Unemployed,0
19,Male,5152.904923,4,3483.810884,Employed,0
72,Male,2793.560852,7,3376.837447,Self-Employed,0
73,Female,3466.67088,1,2369.570393,Employed,0
55,Male,3590.873993,5,2623.524079,Employed,0
66,Male,3603.38947,10,2574.148254,Unemployed,0
19,Female,1721.681903,1,2660.211578,Employed,0
52,Male,5144.393495,1,2584.639803,Employed,0
71,Female,3749.156072,3,3015.423808,Employed,0
68,Male,3279.586261,3,3429.326777,Employed,0
44,Female,2498.525886,1,2923.377353,Employed,0
27,Male,2314.600186,0,1401.410758,Unemployed,0
37,Female,3501.359698,3,2740.170484,Unemployed,0
63,Female,4683.964611,3,2653.005193,Self-Employed,0
48,Male,2502.312918,2,2465.077802,Employed,0
33,Male,1671.926891,3,2224.540425,Self-Employed,0
74,Male,3252.192546,3,2152.008333,Self-Employed,0
47,Male,4720.857255,2,1807.759364,Employed,0
71,Female,1792.055251,3,2542.141531,Employed,0
46,Female,3968.419303,6,3529.725007,Employed,0
60,Male,3339.622968,9,3059.801398,Employed,0
65,Male,7034.077833,3,2939.682807,Self-Employed,0
43,Female,2458.291236,2,2337.824142,Employed,0
29,Female,3876.866801,0,1866.761831,Unemployed,0
58,Female,4474.924256,2,1792.042819,Employed,0
54,Male,1614.481404,1,2466.345989,Self-Employed,0
64,Male,3940.76005,2,3510.813182,Employed,0
69,Male,4604.379107,2,1960.158729,Unemployed,0
59,Male,2126.794843,6,2928.877838,Employed,0
57,Female,1708.525744,5,2432.577593,Employed,0
40,Male,3629.696511,3,1924.105194,Employed,0
59,Female,3269.424815,4,2341.35283,Unemployed,0
64,Female,4433.179639,4,2188.314889,Self-Employed,0
48,Male,1675.267543,5,826.0055391,Unemployed,0
68,Male,5010.178782,6,1841.892391,Employed,0
64,Male,3769.231039,6,2474.979151,Employed,0
32,Female,2199.309237,6,3501.429441,Employed,0
21,Female,4008.973719,1,2222.154834,Unemployed,0
54,Male,3217.952435,8,2839.444835,Unemployed,0
64,Female,1735.359672,1,2499.603793,Employed,0
50,Male,4464.461971,3,2687.020837,Employed,0
31,Female,4571.118683,5,2832.203082,Unemployed,0
41,Female,1588.456305,5,3502.756608,Employed,0
65,Male,1660.908453,8,1881.021163,Self-Employed,0
19,Male,2784.039638,1,1815.962258,Employed,0
67,Female,4277.114823,5,2844.826896,Unemployed,0
34,Male,1706.543999,2,1664.87584,Employed,0
44,Male,2946.859913,4,2688.016258,Employed,0
58,Male,3865.172028,5,2212.456409,Employed,0
18,Male,2034.504158,5,2114.543885,Employed,0
46,Female,3276.40379,4,2289.686433,Unemployed,0
72,Female,5102.286945,2,2539.024971,Employed,0
30,Female,3320.454517,1,2298.818656,Employed,0
69,Male,2998.661215,9,4453.646038,Employed,0
73,Female,3959.594393,5,3252.094236,Employed,0
32,Male,3743.600488,2,1941.201746,Employed,0
68,Female,5924.184829,9,4200.778444,Unemployed,0
70,Male,2266.038118,7,2385.305074,Employed,0
18,Female,6650.579366,3,2927.702234,Self-Employed,0
54,Male,3670.858129,3,3786.474148,Employed,0
34,Female,3569.847568,0,3160.686153,Employed,0
65,Male,5034.864411,4,3534.315622,Employed,0
67,Male,2430.202644,3,4288.648807,Employed,0
35,Male,3523.221043,1,2353.938892,Self-Employed,0
63,Male,3941.903093,4,1811.54035,Unemployed,0
72,Male,3939.784688,5,2156.354989,Employed,0
23,Male,2746.553634,4,1528.031829,Unemployed,0
23,Female,1736.248271,3,2987.730328,Employed,0
59,Male,2097.919356,2,2625.752168,Employed,0
70,Male,1625.465813,2,2638.706421,Employed,0
20,Female,4049.527144,8,2903.928777,Employed,0
58,Male,3308.268523,2,1750.383153,Employed,0
70,Male,1640.061723,3,2172.593373,Employed,0
68,Male,3437.228885,0,2261.630135,Employed,0
63,Male,3391.048692,1,2282.946418,Employed,0
64,Male,4379.402629,0,2842.286298,Employed,0
55,Male,2621.880053,7,3406.435715,Self-Employed,0
39,Female,3992.005644,2,3749.834609,Employed,0
69,Female,2760.592436,3,1274.37035,Unemployed,0
38,Male,5009.585886,5,1760.042282,Employed,0
61,Male,2527.769012,2,2079.130424,Employed,0
26,Male,3673.608787,1,2550.245076,Employed,0
42,Male,3314.823885,1,3789.880188,Self-Employed,0
54,Female,3539.779518,8,1952.604863,Self-Employed,0
64,Female,4184.993554,2,3177.895928,Employed,0
21,Female,2171.181557,6,1396.229635,Employed,0
66,Male,4617.614922,9,2005.371073,Self-Employed,0
52,Male,3413.055595,9,3028.520038,Employed,0
69,Female,1890.716518,0,758.9207068,Self-Employed,0
38,Male,3220.675943,1,2223.49082,Employed,0
23,Male,1607.701145,2,1625.870828,Employed,0
73,Male,2858.257619,9,2368.204695,Employed,0
32,Male,3004.654853,1,2600.605072,Employed,0
22,Female,4354.597148,0,2261.952034,Employed,0
28,Male,1937.134473,4,498.6340298,Unemployed,0
62,Male,2657.588629,2,1811.12611,Employed,0
73,Female,2555.001712,3,4268.225973,Employed,0
66,Female,1869.242538,7,1086.430147,Self-Employed,0
64,Male,5322.976793,2,2689.829433,Employed,0
19,Male,5616.155391,1,2368.540386,Employed,0
55,Female,1691.716421,1,2485.407911,Employed,0
26,Female,5907.403601,2,2965.617506,Employed,0
71,Male,3329.031977,3,2824.052891,Self-Employed,0
46,Male,2694.880373,4,1607.921774,Unemployed,0
57,Male,4619.431017,8,2691.799353,Unemployed,0
41,Male,3931.419553,5,3422.603011,Employed,0
38,Female,3898.55356,4,1770.945553,Unemployed,0
62,Male,3277.404648,1,2159.111537,Employed,0
35,Female,4799.560287,5,3484.154284,Employed,0
74,Male,4151.492027,6,3152.979583,Employed,0
61,Male,1620.366908,1,2499.848223,Self-Employed,0
52,Female,4396.634973,7,1767.616161,Employed,0
28,Female,2772.558253,9,2348.834922,Employed,0
53,Male,2090.363055,1,2233.204128,Self-Employed,0
36,Female,1940.077886,5,531.5108003,Employed,0
22,Female,1722.608058,4,2740.371088,Employed,0
22,Female,3379.141808,3,3621.893485,Employed,0
22,Female,1672.499658,1,2486.245198,Employed,0
63,Female,2933.069496,4,2660.691759,Employed,0
48,Female,3096.787915,4,2664.502167,Employed,0
67,Female,2296.822272,2,1111.107811,Employed,0
38,Male,4084.580287,5,2024.102246,Employed,0
48,Female,5212.247553,2,1946.083345,Employed,0
39,Male,4406.755601,3,1815.492515,Employed,0
72,Male,2593.315338,1,2761.61668,Employed,0
19,Female,2456.588513,3,4210.185023,Employed,0
62,Male,3772.260838,6,2463.821387,Employed,0
30,Male,5081.711918,5,3211.017759,Unemployed,0
18,Male,4840.218437,6,2244.309117,Employed,0
74,Male,2630.116743,3,2891.222327,Employed,0
42,Female,5181.930899,4,3465.727838,Employed,0
37,Female,5317.719104,2,2486.498023,Employed,0
21,Female,3836.368953,2,2232.982996,Employed,0
62,Female,3636.778699,9,2761.336509,Unemployed,0
64,Female,4030.483503,2,3609.359766,Employed,0
55,Female,2729.2066,4,1628.041116,Unemployed,0
18,Male,3528.463898,0,3047.705097,Employed,0
74,Female,4753.868838,5,2160.943645,Self-Employed,0
68,Female,3222.744528,7,2885.90713,Employed,0
23,Male,2774.173805,9,2496.657655,Employed,0
22,Female,4632.289189,3,3146.634784,Employed,0
65,Female,2262.264395,2,2323.22019,Self-Employed,0
71,Male,2340.078055,10,2028.957275,Employed,0
46,Male,4636.730851,3,2867.23742,Employed,0
25,Female,4866.322118,7,2370.591853,Employed,0
27,Female,4117.162474,4,2235.937932,Unemployed,0
60,Female,3137.954427,10,2818.409783,Employed,0
44,Female,4218.341107,3,1816.528624,Employed,0
58,Female,2268.293309,1,2497.796491,Unemployed,0
46,Female,4465.599333,6,3551.544588,Employed,0
42,Female,3309.338937,3,3494.708373,Employed,0
19,Female,1852.405213,9,2200.263308,Employed,0
19,Male,2095.009748,7,2728.135645,Employed,0
64,Male,4259.664341,0,3847.171363,Employed,0
19,Female,3424.61017,0,3483.334178,Self-Employed,0
52,Male,3299.556271,0,2702.987394,Employed,0
35,Female,4479.091622,7,2403.581038,Employed,0
32,Male,2255.248338,10,1937.407564,Employed,0
18,Male,4402.193718,1,3857.276405,Employed,0
30,Male,3041.326823,4,2020.504623,Self-Employed,0
69,Female,3325.25067,0,3054.751119,Employed,0
60,Male,4109.271447,3,1841.869232,Employed,0
54,Male,4787.559167,4,2556.9825,Employed,1
25,Male,3993.836667,1,2170.100833,Employed,1
53,Female,6070.454167,1,433.7966667,Unemployed,1
33,Male,3873.975,8,2716.0275,Employed,1
45,Male,3873.995833,10,2622.034167,Employed,1
59,Male,6140.6825,1,855.5175,Employed,1
48,Female,5125.96,10,2505.944167,Employed,1
26,Female,3579.823333,5,1946.7875,Self-Employed,1
36,Male,4844.866667,3,1477.103333,Employed,1
40,Male,3587.394167,1,980.0541667,Employed,1
38,Female,3584.504167,5,1067.409167,Self-Employed,1
38,Female,4469.119167,8,3374.843333,Employed,1
40,Female,3463.8075,1,1007.584167,Employed,1
59,Female,2900.6275,4,1016.789167,Employed,1
44,Female,4559.475833,3,2568.320833,Employed,1
52,Female,3031.636667,2,542.02,Employed,1
59,Female,2401.286667,3,1320.655,Employed,1
53,Male,5998.7275,8,1695.0225,Self-Employed,1
55,Female,3884.446667,9,1759.4775,Employed,1
25,Male,4251.076667,4,1517.4225,Self-Employed,1
35,Female,3486.188333,3,2244.046667,Employed,1
40,Female,4305.32,5,2278.865,Employed,1
32,Female,2727.925,2,845.1633333,Employed,1
45,Male,4636.289167,6,1429.870833,Unemployed,1
31,Male,3415.868333,10,2662.3025,Self-Employed,1
61,Male,3414.533333,4,522.6175,Employed,1
26,Female,6482.014167,7,1959.566667,Employed,1
58,Female,4149.795,1,18.14583333,Unemployed,1
44,Female,2844.528333,9,1705.779167,Employed,1
37,Female,5194.8475,5,3248.139167,Employed,1
30,Female,2640.6125,5,876.7558333,Self-Employed,1
29,Male,4427.745833,6,971.3975,Employed,1
30,Male,1717.079167,6,2303.358333,Employed,1
71,Male,2506.434167,1,380.9983333,Employed,1
31,Male,4412.743333,7,1139.370833,Employed,1
44,Female,5089.75,2,2163.700833,Employed,1
50,Male,4380.876667,7,1138.095,Unemployed,1
35,Male,4022.106667,8,1470.025,Employed,1
34,Male,3790.286667,8,2286.821667,Employed,1
58,Male,2318.514167,6,2017.955,Employed,1
33,Female,3266.861667,5,1889.015,Employed,1
53,Male,3590.868333,1,1384.065,Employed,1
34,Male,5488.069167,8,1975.050833,Self-Employed,1
28,Female,4596.189167,3,1563.555833,Self-Employed,1
33,Male,4571.771667,3,1252.556667,Employed,1
57,Female,3685.314167,1,1514.525833,Employed,1
55,Male,3320.514167,6,841.7016667,Unemployed,1
49,Female,4931.261667,1,1637.493333,Employed,1
38,Male,5455.415833,8,990.8325,Self-Employed,1
61,Male,5330.766667,3,738.295,Employed,1
28,Male,3780.150833,5,1843.95,Self-Employed,1
43,Female,4580.745833,1,2319.061667,Self-Employed,1
45,Male,5386.098333,3,1307.395,Employed,1
34,Male,3567.699167,7,2006.710833,Employed,1
34,Male,3934.593333,1,2125.665,Employed,1
28,Female,2783.748333,8,2037.311667,Self-Employed,1
25,Female,2671.408333,0,978.6216667,Employed,1
38,Male,5182.324167,3,1791.135833,Unemployed,1
39,Female,5861.966667,7,1970.116667,Self-Employed,1
41,Male,4076.654167,3,1672.648333,Employed,1
38,Male,5421.0825,1,0,Self-Employed,1
56,Female,4618.711667,4,1800.408333,Employed,1
18,Male,4618.410833,8,1366.634167,Employed,1
45,Female,6089.2125,3,1059.935833,Employed,1
41,Female,4121.884167,8,1977.790833,Self-Employed,1
43,Male,6122.470833,9,1926.981667,Employed,1
35,Female,5194.045,9,618.4433333,Employed,1
47,Male,3792.9075,10,2158.685,Employed,1
33,Male,4281.3675,1,1548.210833,Self-Employed,1
38,Male,1682.205833,7,1948.905833,Employed,1
34,Female,3892.076667,5,2524.5475,Employed,1
38,Female,4613.0575,4,2393.595833,Employed,1
68,Female,6014.034167,6,714.1508333,Employed,1
43,Female,3156.05,0,1612.759167,Employed,1
27,Male,3539.47,2,1727.395,Self-Employed,1
33,Female,5310.919167,7,1727.664167,Employed,1
59,Female,4577.605833,7,1541.464167,Employed,1
46,Female,4808.250833,8,1596.901667,Self-Employed,1
18,Male,4288.013333,10,733.7116667,Employed,1
28,Female,5377.4725,7,1338.725,Employed,1
50,Male,3289.1,3,1815.579167,Employed,1
49,Male,3676.531667,8,2169.245833,Self-Employed,1
48,Female,2337.273333,6,957.8875,Self-Employed,1
53,Male,4173.058333,10,2729.4925,Employed,1
42,Female,3873.4325,5,1540.238333,Employed,1
35,Female,3738.273333,2,2681.829167,Employed,1
35,Female,4671.73,1,1404.094167,Employed,1
42,Male,6524.399167,8,1190.211667,Self-Employed,1
53,Male,4384.889167,4,1943.84,Employed,1
27,Male,4488.605,8,2444.273333,Employed,1
58,Male,4073.609167,9,1481.065833,Self-Employed,1
46,Female,4241.954167,5,903.0658333,Employed,1
34,Female,7245.719167,9,969.2325,Employed,1
44,Male,3926.215833,2,1549.6875,Employed,1
59,Male,4543.600833,7,1923.010833,Employed,1
27,Female,4123.276667,6,1229.5275,Unemployed,1
45,Female,5595.195,1,2020.055833,Employed,1
39,Female,5106.583333,7,1699.539167,Employed,1
22,Male,5155.456667,7,470.075,Employed,1
59,Male,3029.9325,3,570.1533333,Self-Employed,1
45,Female,5920.159167,6,1900.840833,Employed,1
56,Female,2414.3525,4,0,Employed,1
31,Female,4900.238333,7,2510.530833,Employed,1
51,Female,6904.735833,2,1534.871667,Employed,1
31,Male,4291.230833,4,1515.459167,Employed,1
71,Male,2838.786667,3,301.6425,Unemployed,1
65,Male,4758.6575,8,178.0208333,Employed,1
27,Female,3017.386667,0,1148.304167,Employed,1
28,Female,6104.085,4,2152.281667,Employed,1
45,Female,5183.563333,1,666.9183333,Self-Employed,1
21,Male,2628.086667,4,0,Employed,1
57,Female,4450.991667,5,2381.678333,Unemployed,1
71,Male,5800.595,4,976.5033333,Employed,1
26,Male,2157.3125,5,0,Employed,1
57,Female,4397.459167,6,1787.553333,Employed,1
36,Female,5143.945,5,1564.9525,Employed,1
38,Female,2620.478333,10,1285.126667,Employed,1
46,Female,2516.095833,5,1533.865,Employed,1
44,Female,4819.093333,7,1357.8475,Employed,1
18,Female,4537.8975,3,543.2941667,Self-Employed,1
30,Male,4479.7825,8,1071.099167,Employed,1
33,Male,4599.726667,8,2101.066667,Employed,1
48,Male,3316.635833,5,1934.7325,Self-Employed,1
59,Female,4456.984167,10,1806.716667,Unemployed,1
44,Female,4533.0075,1,837.3766667,Employed,1
56,Male,3273.7275,0,1515.414167,Employed,1
63,Male,6498.885,8,0,Employed,1
